Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Sun, Mar 6, 2016",6:00 pm,Philadelphia 76ers,98,Miami Heat,103
"Sun, Mar 6, 2016",3:30 pm,Oklahoma City Thunder,104,Milwaukee Bucks,96
"Sun, Mar 6, 2016",6:30 pm,Houston Rockets,113,Toronto Raptors,107
"Mon, Mar 7, 2016",8:00 pm,Milwaukee Bucks,90,Chicago Bulls,100
"Mon, Mar 7, 2016",7:00 pm,Minnesota Timberwolves,103,Charlotte Hornets,108
"Mon, Mar 7, 2016",7:00 pm,Memphis Grizzlies,106,Cleveland Cavaliers,103
"Mon, Mar 7, 2016",8:30 pm,Los Angeles Clippers,109,Dallas Mavericks,90
"Mon, Mar 7, 2016",10:30 pm,Orlando Magic,113,Golden State Warriors,119
"Mon, Mar 7, 2016",7:00 pm,San Antonio Spurs,91,Indiana Pacers,99
"Mon, Mar 7, 2016",8:00 pm,Sacramento Kings,112,New Orleans Pelicans,115
"Tue, Mar 8, 2016",9:00 pm,New York Knicks,94,Denver Nuggets,110
"Tue, Mar 8, 2016",10:30 pm,Orlando Magic,98,Los Angeles Lakers,107
"Tue, Mar 8, 2016",8:00 pm,San Antonio Spurs,116,Minnesota Timberwolves,91
"Tue, Mar 8, 2016",10:00 pm,Washington Wizards,109,Portland Trail Blazers,116
"Tue, Mar 8, 2016",7:30 pm,Brooklyn Nets,99,Toronto Raptors,104
"Tue, Mar 8, 2016",9:00 pm,Atlanta Hawks,91,Utah Jazz,84
"Wed, Mar 9, 2016",7:00 pm,Memphis Grizzlies,96,Boston Celtics,116
"Wed, Mar 9, 2016",7:00 pm,New Orleans Pelicans,113,Charlotte Hornets,122
"Wed, Mar 9, 2016",8:30 pm,Detroit Pistons,102,Dallas Mavericks,96
"Wed, Mar 9, 2016",10:30 pm,Utah Jazz,94,Golden State Warriors,115
"Wed, Mar 9, 2016",8:00 pm,Miami Heat,108,Milwaukee Bucks,114
"Wed, Mar 9, 2016",9:30 pm,Los Angeles Clippers,108,Oklahoma City Thunder,120
"Wed, Mar 9, 2016",7:00 pm,Houston Rockets,118,Philadelphia 76ers,104
"Wed, Mar 9, 2016",9:00 pm,New York Knicks,128,Phoenix Suns,97
"Wed, Mar 9, 2016",10:00 pm,Cleveland Cavaliers,120,Sacramento Kings,111
"Thu, Mar 10, 2016",9:00 pm,Phoenix Suns,98,Denver Nuggets,116
"Thu, Mar 10, 2016",10:30 pm,Cleveland Cavaliers,120,Los Angeles Lakers,108
"Thu, Mar 10, 2016",8:00 pm,Chicago Bulls,101,San Antonio Spurs,109
"Thu, Mar 10, 2016",7:30 pm,Atlanta Hawks,96,Toronto Raptors,104
"Fri, Mar 11, 2016",7:30 pm,Houston Rockets,102,Boston Celtics,98
"Fri, Mar 11, 2016",8:00 pm,Miami Heat,118,Chicago Bulls,96
"Fri, Mar 11, 2016",7:00 pm,Detroit Pistons,103,Charlotte Hornets,118
"Fri, Mar 11, 2016",10:30 pm,Portland Trail Blazers,112,Golden State Warriors,128
"Fri, Mar 11, 2016",10:30 pm,New York Knicks,94,Los Angeles Clippers,101
"Fri, Mar 11, 2016",8:00 pm,New Orleans Pelicans,114,Memphis Grizzlies,121
"Fri, Mar 11, 2016",8:00 pm,Minnesota Timberwolves,99,Oklahoma City Thunder,96
"Fri, Mar 11, 2016",7:00 pm,Brooklyn Nets,89,Philadelphia 76ers,95
"Fri, Mar 11, 2016",10:00 pm,Orlando Magic,107,Sacramento Kings,100
"Fri, Mar 11, 2016",9:00 pm,Washington Wizards,93,Utah Jazz,114
"Sat, Mar 12, 2016",7:30 pm,Memphis Grizzlies,83,Atlanta Hawks,95
"Sat, Mar 12, 2016",7:00 pm,Houston Rockets,109,Charlotte Hornets,125
"Sat, Mar 12, 2016",2:00 pm,Indiana Pacers,112,Dallas Mavericks,105
"Sat, Mar 12, 2016",9:30 pm,Washington Wizards,100,Denver Nuggets,116
"Sat, Mar 12, 2016",10:30 pm,Phoenix Suns,116,Golden State Warriors,123
"Sat, Mar 12, 2016",7:30 pm,New Orleans Pelicans,92,Milwaukee Bucks,103
"Sat, Mar 12, 2016",7:00 pm,Detroit Pistons,125,Philadelphia 76ers,111
"Sat, Mar 12, 2016",10:30 pm,Orlando Magic,84,Portland Trail Blazers,121
"Sat, Mar 12, 2016",8:30 pm,Oklahoma City Thunder,85,San Antonio Spurs,93
"Sat, Mar 12, 2016",7:00 pm,Miami Heat,104,Toronto Raptors,112
"Sun, Mar 13, 2016",6:00 pm,Indiana Pacers,75,Atlanta Hawks,104
"Sun, Mar 13, 2016",8:00 pm,Milwaukee Bucks,109,Brooklyn Nets,100
"Sun, Mar 13, 2016",3:30 pm,Cleveland Cavaliers,114,Los Angeles Clippers,90
"Sun, Mar 13, 2016",9:30 pm,New York Knicks,90,Los Angeles Lakers,87
"Sun, Mar 13, 2016",6:00 pm,Utah Jazz,108,Sacramento Kings,99
"Mon, Mar 14, 2016",7:00 pm,Dallas Mavericks,107,Charlotte Hornets,96
"Mon, Mar 14, 2016",10:30 pm,New Orleans Pelicans,107,Golden State Warriors,125
"Mon, Mar 14, 2016",8:00 pm,Memphis Grizzlies,81,Houston Rockets,130
"Mon, Mar 14, 2016",7:30 pm,Denver Nuggets,119,Miami Heat,124
"Mon, Mar 14, 2016",8:00 pm,Portland Trail Blazers,94,Oklahoma City Thunder,128
"Mon, Mar 14, 2016",10:00 pm,Minnesota Timberwolves,104,Phoenix Suns,107
"Mon, Mar 14, 2016",7:30 pm,Chicago Bulls,109,Toronto Raptors,107
"Mon, Mar 14, 2016",10:30 pm,Cleveland Cavaliers,85,Utah Jazz,94
"Mon, Mar 14, 2016",8:00 pm,Detroit Pistons,81,Washington Wizards,124
"Tue, Mar 15, 2016",7:30 pm,Philadelphia 76ers,114,Brooklyn Nets,131
"Tue, Mar 15, 2016",7:00 pm,Boston Celtics,98,Indiana Pacers,103
"Tue, Mar 15, 2016",10:30 pm,Sacramento Kings,106,Los Angeles Lakers,98
"Tue, Mar 15, 2016",8:00 pm,Toronto Raptors,107,Milwaukee Bucks,89
"Tue, Mar 15, 2016",7:00 pm,Denver Nuggets,110,Orlando Magic,116
"Tue, Mar 15, 2016",8:30 pm,Los Angeles Clippers,87,San Antonio Spurs,108
"Wed, Mar 16, 2016",7:00 pm,Oklahoma City Thunder,130,Boston Celtics,109
"Wed, Mar 16, 2016",7:00 pm,Orlando Magic,99,Charlotte Hornets,107
"Wed, Mar 16, 2016",7:00 pm,Dallas Mavericks,98,Cleveland Cavaliers,99
"Wed, Mar 16, 2016",7:30 pm,Atlanta Hawks,118,Detroit Pistons,114
"Wed, Mar 16, 2016",10:30 pm,New York Knicks,85,Golden State Warriors,121
"Wed, Mar 16, 2016",9:30 pm,Los Angeles Clippers,122,Houston Rockets,106
"Wed, Mar 16, 2016",8:00 pm,Minnesota Timberwolves,114,Memphis Grizzlies,108
"Wed, Mar 16, 2016",10:00 pm,New Orleans Pelicans,123,Sacramento Kings,108
"Wed, Mar 16, 2016",7:00 pm,Chicago Bulls,96,Washington Wizards,117
"Thu, Mar 17, 2016",8:00 pm,Denver Nuggets,98,Atlanta Hawks,116
"Thu, Mar 17, 2016",8:00 pm,Brooklyn Nets,102,Chicago Bulls,118
"Thu, Mar 17, 2016",7:00 pm,Toronto Raptors,101,Indiana Pacers,94
"Thu, Mar 17, 2016",7:30 pm,Charlotte Hornets,109,Miami Heat,106
"Thu, Mar 17, 2016",8:00 pm,Memphis Grizzlies,86,Milwaukee Bucks,96
"Thu, Mar 17, 2016",7:00 pm,Washington Wizards,99,Philadelphia 76ers,94
"Thu, Mar 17, 2016",8:30 pm,Portland Trail Blazers,110,San Antonio Spurs,118
"Thu, Mar 17, 2016",9:00 pm,Phoenix Suns,69,Utah Jazz,103
"Fri, Mar 18, 2016",8:30 pm,Golden State Warriors,130,Dallas Mavericks,112
"Fri, Mar 18, 2016",7:30 pm,Sacramento Kings,108,Detroit Pistons,115
"Fri, Mar 18, 2016",8:00 pm,Minnesota Timberwolves,111,Houston Rockets,116
"Fri, Mar 18, 2016",10:30 pm,Phoenix Suns,95,Los Angeles Lakers,90
"Fri, Mar 18, 2016",8:00 pm,Portland Trail Blazers,117,New Orleans Pelicans,112
"Fri, Mar 18, 2016",7:00 pm,Cleveland Cavaliers,109,Orlando Magic,103
"Fri, Mar 18, 2016",7:00 pm,Oklahoma City Thunder,111,Philadelphia 76ers,97
"Fri, Mar 18, 2016",7:30 pm,Boston Celtics,91,Toronto Raptors,105
"Sat, Mar 19, 2016",7:30 pm,Houston Rockets,97,Atlanta Hawks,109
"Sat, Mar 19, 2016",8:00 pm,Utah Jazz,85,Chicago Bulls,92
"Sat, Mar 19, 2016",6:00 pm,Denver Nuggets,101,Charlotte Hornets,93
"Sat, Mar 19, 2016",7:00 pm,Brooklyn Nets,103,Detroit Pistons,115
"Sat, Mar 19, 2016",7:00 pm,Oklahoma City Thunder,115,Indiana Pacers,111
"Sat, Mar 19, 2016",8:00 pm,Los Angeles Clippers,102,Memphis Grizzlies,113
"Sat, Mar 19, 2016",7:30 pm,Cleveland Cavaliers,101,Miami Heat,122
"Sat, Mar 19, 2016",8:30 pm,Golden State Warriors,79,San Antonio Spurs,87
"Sat, Mar 19, 2016",7:00 pm,New York Knicks,89,Washington Wizards,99
"Sun, Mar 20, 2016",4:00 pm,Portland Trail Blazers,120,Dallas Mavericks,132
"Sun, Mar 20, 2016",7:00 pm,Utah Jazz,94,Milwaukee Bucks,85
"Sun, Mar 20, 2016",6:00 pm,Los Angeles Clippers,105,New Orleans Pelicans,109
"Sun, Mar 20, 2016",7:30 pm,Sacramento Kings,88,New York Knicks,80
"Sun, Mar 20, 2016",6:00 pm,Boston Celtics,120,Philadelphia 76ers,105
"Sun, Mar 20, 2016",4:30 pm,Orlando Magic,100,Toronto Raptors,105
"Mon, Mar 21, 2016",8:00 pm,Washington Wizards,117,Atlanta Hawks,102
"Mon, Mar 21, 2016",7:30 pm,Orlando Magic,96,Boston Celtics,107
"Mon, Mar 21, 2016",8:00 pm,Sacramento Kings,102,Chicago Bulls,109
"Mon, Mar 21, 2016",7:00 pm,San Antonio Spurs,88,Charlotte Hornets,91
"Mon, Mar 21, 2016",7:00 pm,Denver Nuggets,91,Cleveland Cavaliers,124
"Mon, Mar 21, 2016",7:30 pm,Milwaukee Bucks,91,Detroit Pistons,92
"Mon, Mar 21, 2016",7:00 pm,Philadelphia 76ers,75,Indiana Pacers,91
"Mon, Mar 21, 2016",8:00 pm,Golden State Warriors,109,Minnesota Timberwolves,104
"Mon, Mar 21, 2016",10:00 pm,Memphis Grizzlies,103,Phoenix Suns,97
"Tue, Mar 22, 2016",7:30 pm,Charlotte Hornets,105,Brooklyn Nets,100
"Tue, Mar 22, 2016",10:30 pm,Memphis Grizzlies,100,Los Angeles Lakers,107
"Tue, Mar 22, 2016",8:00 pm,Miami Heat,113,New Orleans Pelicans,99
"Tue, Mar 22, 2016",8:00 pm,Houston Rockets,107,Oklahoma City Thunder,111
"Wed, Mar 23, 2016",7:30 pm,Toronto Raptors,79,Boston Celtics,91
"Wed, Mar 23, 2016",8:00 pm,New York Knicks,115,Chicago Bulls,107
"Wed, Mar 23, 2016",7:00 pm,Milwaukee Bucks,104,Cleveland Cavaliers,113
"Wed, Mar 23, 2016",9:00 pm,Philadelphia 76ers,103,Denver Nuggets,104
"Wed, Mar 23, 2016",7:30 pm,Orlando Magic,102,Detroit Pistons,118
"Wed, Mar 23, 2016",10:30 pm,Los Angeles Clippers,98,Golden State Warriors,114
"Wed, Mar 23, 2016",8:00 pm,Utah Jazz,89,Houston Rockets,87
"Wed, Mar 23, 2016",8:00 pm,Sacramento Kings,104,Minnesota Timberwolves,113
"Wed, Mar 23, 2016",10:00 pm,Los Angeles Lakers,107,Phoenix Suns,119
"Wed, Mar 23, 2016",10:00 pm,Dallas Mavericks,103,Portland Trail Blazers,109
"Wed, Mar 23, 2016",8:30 pm,Miami Heat,88,San Antonio Spurs,112
"Wed, Mar 23, 2016",7:00 pm,Atlanta Hawks,122,Washington Wizards,101
"Thu, Mar 24, 2016",7:30 pm,Cleveland Cavaliers,95,Brooklyn Nets,104
"Thu, Mar 24, 2016",7:00 pm,New Orleans Pelicans,84,Indiana Pacers,92
"Thu, Mar 24, 2016",10:30 pm,Portland Trail Blazers,94,Los Angeles Clippers,96
"Thu, Mar 24, 2016",7:30 pm,Chicago Bulls,94,New York Knicks,106
"Thu, Mar 24, 2016",8:00 pm,Utah Jazz,91,Oklahoma City Thunder,113
"Fri, Mar 25, 2016",8:00 pm,Milwaukee Bucks,90,Atlanta Hawks,101
"Fri, Mar 25, 2016",7:30 pm,Charlotte Hornets,105,Detroit Pistons,112
"Fri, Mar 25, 2016",10:30 pm,Dallas Mavericks,120,Golden State Warriors,128
"Fri, Mar 25, 2016",8:00 pm,Toronto Raptors,109,Houston Rockets,112
"Fri, Mar 25, 2016",10:30 pm,Denver Nuggets,116,Los Angeles Lakers,105
"Fri, Mar 25, 2016",8:00 pm,Orlando Magic,97,Miami Heat,108
"Fri, Mar 25, 2016",10:00 pm,Phoenix Suns,94,Sacramento Kings,116
"Fri, Mar 25, 2016",8:30 pm,Memphis Grizzlies,104,San Antonio Spurs,110
"Fri, Mar 25, 2016",7:00 pm,Minnesota Timberwolves,132,Washington Wizards,129
"Sat, Mar 26, 2016",6:00 pm,Indiana Pacers,110,Brooklyn Nets,120
"Sat, Mar 26, 2016",7:30 pm,Atlanta Hawks,112,Detroit Pistons,95
"Sat, Mar 26, 2016",8:30 pm,Charlotte Hornets,115,Milwaukee Bucks,91
"Sat, Mar 26, 2016",8:00 pm,Utah Jazz,93,Minnesota Timberwolves,84
"Sat, Mar 26, 2016",7:00 pm,Toronto Raptors,115,New Orleans Pelicans,91
"Sat, Mar 26, 2016",7:30 pm,Cleveland Cavaliers,107,New York Knicks,93
"Sat, Mar 26, 2016",8:00 pm,San Antonio Spurs,92,Oklahoma City Thunder,111
"Sat, Mar 26, 2016",7:00 pm,Chicago Bulls,89,Orlando Magic,111
"Sat, Mar 26, 2016",10:00 pm,Boston Celtics,102,Phoenix Suns,99
"Sat, Mar 26, 2016",10:00 pm,Philadelphia 76ers,105,Portland Trail Blazers,108
"Sun, Mar 27, 2016",8:00 pm,Philadelphia 76ers,105,Golden State Warriors,117
"Sun, Mar 27, 2016",6:00 pm,Houston Rockets,101,Indiana Pacers,104
"Sun, Mar 27, 2016",3:30 pm,Denver Nuggets,90,Los Angeles Clippers,105
"Sun, Mar 27, 2016",9:30 pm,Washington Wizards,101,Los Angeles Lakers,88
"Sun, Mar 27, 2016",6:00 pm,Dallas Mavericks,111,Sacramento Kings,133
"Mon, Mar 28, 2016",8:00 pm,Atlanta Hawks,102,Chicago Bulls,100
"Mon, Mar 28, 2016",9:00 pm,Dallas Mavericks,97,Denver Nuggets,88
"Mon, Mar 28, 2016",10:30 pm,Boston Celtics,90,Los Angeles Clippers,114
"Mon, Mar 28, 2016",8:00 pm,San Antonio Spurs,101,Memphis Grizzlies,87
"Mon, Mar 28, 2016",7:30 pm,Brooklyn Nets,99,Miami Heat,110
"Mon, Mar 28, 2016",8:00 pm,Phoenix Suns,116,Minnesota Timberwolves,121
"Mon, Mar 28, 2016",8:00 pm,New York Knicks,91,New Orleans Pelicans,99
"Mon, Mar 28, 2016",10:00 pm,Sacramento Kings,93,Portland Trail Blazers,105
"Mon, Mar 28, 2016",7:30 pm,Oklahoma City Thunder,119,Toronto Raptors,100
"Mon, Mar 28, 2016",9:00 pm,Los Angeles Lakers,75,Utah Jazz,123
"Tue, Mar 29, 2016",8:00 pm,Houston Rockets,106,Cleveland Cavaliers,100
"Tue, Mar 29, 2016",7:30 pm,Oklahoma City Thunder,82,Detroit Pistons,88
"Tue, Mar 29, 2016",10:30 pm,Washington Wizards,94,Golden State Warriors,102
"Tue, Mar 29, 2016",7:00 pm,Chicago Bulls,98,Indiana Pacers,96
"Tue, Mar 29, 2016",7:00 pm,Brooklyn Nets,105,Orlando Magic,139
"Tue, Mar 29, 2016",7:00 pm,Charlotte Hornets,100,Philadelphia 76ers,85
"Wed, Mar 30, 2016",8:30 pm,New York Knicks,89,Dallas Mavericks,91
"Wed, Mar 30, 2016",10:30 pm,Miami Heat,100,Los Angeles Lakers,102
"Wed, Mar 30, 2016",8:00 pm,Denver Nuggets,109,Memphis Grizzlies,105
"Wed, Mar 30, 2016",8:00 pm,Phoenix Suns,94,Milwaukee Bucks,105
"Wed, Mar 30, 2016",8:00 pm,Los Angeles Clippers,99,Minnesota Timberwolves,79
"Wed, Mar 30, 2016",10:00 pm,Washington Wizards,111,Sacramento Kings,120
"Wed, Mar 30, 2016",8:30 pm,New Orleans Pelicans,92,San Antonio Spurs,100
"Wed, Mar 30, 2016",7:30 pm,Atlanta Hawks,97,Toronto Raptors,105
"Wed, Mar 30, 2016",9:00 pm,Golden State Warriors,103,Utah Jazz,96
"Thu, Mar 31, 2016",7:00 pm,Brooklyn Nets,87,Cleveland Cavaliers,107
"Thu, Mar 31, 2016",7:00 pm,Chicago Bulls,103,Houston Rockets,100
"Thu, Mar 31, 2016",7:00 pm,Orlando Magic,114,Indiana Pacers,94
"Thu, Mar 31, 2016",8:00 pm,Denver Nuggets,95,New Orleans Pelicans,101
"Thu, Mar 31, 2016",9:30 pm,Los Angeles Clippers,117,Oklahoma City Thunder,119
"Thu, Mar 31, 2016",10:00 pm,Boston Celtics,109,Portland Trail Blazers,116
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Fri, Apr 1, 2016",8:00 pm,Cleveland Cavaliers,110,Atlanta Hawks,108
"Fri, Apr 1, 2016",7:00 pm,Philadelphia 76ers,91,Charlotte Hornets,100
"Fri, Apr 1, 2016",7:30 pm,Dallas Mavericks,98,Detroit Pistons,89
"Fri, Apr 1, 2016",10:30 pm,Boston Celtics,109,Golden State Warriors,106
"Fri, Apr 1, 2016",8:00 pm,Toronto Raptors,99,Memphis Grizzlies,95
"Fri, Apr 1, 2016",8:00 pm,Orlando Magic,110,Milwaukee Bucks,113
"Fri, Apr 1, 2016",7:30 pm,Brooklyn Nets,91,New York Knicks,105
"Fri, Apr 1, 2016",10:30 pm,Washington Wizards,106,Phoenix Suns,99
"Fri, Apr 1, 2016",10:00 pm,Miami Heat,112,Sacramento Kings,106
"Fri, Apr 1, 2016",9:00 pm,Minnesota Timberwolves,85,Utah Jazz,98
"Sat, Apr 2, 2016",8:00 pm,Detroit Pistons,94,Chicago Bulls,90
"Sat, Apr 2, 2016",9:00 pm,Sacramento Kings,115,Denver Nuggets,106
"Sat, Apr 2, 2016",7:30 pm,Indiana Pacers,115,Philadelphia 76ers,102
"Sat, Apr 2, 2016",10:00 pm,Miami Heat,93,Portland Trail Blazers,110
"Sat, Apr 2, 2016",8:30 pm,Toronto Raptors,95,San Antonio Spurs,102
"Sun, Apr 3, 2016",1:00 pm,New Orleans Pelicans,106,Brooklyn Nets,87
"Sun, Apr 3, 2016",3:30 pm,Charlotte Hornets,103,Cleveland Cavaliers,112
"Sun, Apr 3, 2016",8:00 pm,Portland Trail Blazers,111,Golden State Warriors,136
"Sun, Apr 3, 2016",3:30 pm,Oklahoma City Thunder,110,Houston Rockets,118
"Sun, Apr 3, 2016",3:30 pm,Washington Wizards,109,Los Angeles Clippers,114
"Sun, Apr 3, 2016",9:30 pm,Boston Celtics,107,Los Angeles Lakers,100
"Sun, Apr 3, 2016",7:00 pm,Chicago Bulls,102,Milwaukee Bucks,98
"Sun, Apr 3, 2016",3:30 pm,Dallas Mavericks,88,Minnesota Timberwolves,78
"Sun, Apr 3, 2016",7:30 pm,Indiana Pacers,92,New York Knicks,87
"Sun, Apr 3, 2016",6:00 pm,Memphis Grizzlies,107,Orlando Magic,119
"Sun, Apr 3, 2016",6:00 pm,Utah Jazz,101,Phoenix Suns,86
"Tue, Apr 5, 2016",8:00 pm,Phoenix Suns,90,Atlanta Hawks,103
"Tue, Apr 5, 2016",9:00 pm,Oklahoma City Thunder,124,Denver Nuggets,102
"Tue, Apr 5, 2016",10:30 pm,Minnesota Timberwolves,124,Golden State Warriors,117
"Tue, Apr 5, 2016",10:30 pm,Los Angeles Lakers,81,Los Angeles Clippers,103
"Tue, Apr 5, 2016",8:00 pm,Chicago Bulls,92,Memphis Grizzlies,108
"Tue, Apr 5, 2016",8:00 pm,Detroit Pistons,89,Miami Heat,107
"Tue, Apr 5, 2016",8:00 pm,Cleveland Cavaliers,109,Milwaukee Bucks,80
"Tue, Apr 5, 2016",7:00 pm,New Orleans Pelicans,93,Philadelphia 76ers,107
"Tue, Apr 5, 2016",10:00 pm,Portland Trail Blazers,115,Sacramento Kings,107
"Tue, Apr 5, 2016",7:30 pm,Charlotte Hornets,90,Toronto Raptors,96
"Tue, Apr 5, 2016",9:00 pm,San Antonio Spurs,88,Utah Jazz,86
"Wed, Apr 6, 2016",7:30 pm,New Orleans Pelicans,97,Boston Celtics,104
"Wed, Apr 6, 2016",9:30 pm,Houston Rockets,86,Dallas Mavericks,88
"Wed, Apr 6, 2016",7:00 pm,Cleveland Cavaliers,109,Indiana Pacers,123
"Wed, Apr 6, 2016",10:30 pm,Los Angeles Clippers,91,Los Angeles Lakers,81
"Wed, Apr 6, 2016",7:30 pm,Charlotte Hornets,111,New York Knicks,97
"Wed, Apr 6, 2016",7:00 pm,Detroit Pistons,108,Orlando Magic,104
"Wed, Apr 6, 2016",10:00 pm,Oklahoma City Thunder,115,Portland Trail Blazers,120
"Wed, Apr 6, 2016",7:00 pm,Brooklyn Nets,103,Washington Wizards,121
"Thu, Apr 7, 2016",8:00 pm,Toronto Raptors,87,Atlanta Hawks,95
"Thu, Apr 7, 2016",10:30 pm,San Antonio Spurs,101,Golden State Warriors,112
"Thu, Apr 7, 2016",8:00 pm,Phoenix Suns,124,Houston Rockets,115
"Thu, Apr 7, 2016",8:00 pm,Chicago Bulls,98,Miami Heat,106
"Thu, Apr 7, 2016",10:00 pm,Minnesota Timberwolves,105,Sacramento Kings,97
"Fri, Apr 8, 2016",7:30 pm,Milwaukee Bucks,109,Boston Celtics,124
"Fri, Apr 8, 2016",7:00 pm,Brooklyn Nets,99,Charlotte Hornets,113
"Fri, Apr 8, 2016",8:30 pm,Memphis Grizzlies,93,Dallas Mavericks,103
"Fri, Apr 8, 2016",9:00 pm,San Antonio Spurs,98,Denver Nuggets,102
"Fri, Apr 8, 2016",7:30 pm,Washington Wizards,99,Detroit Pistons,112
"Fri, Apr 8, 2016",8:00 pm,Los Angeles Lakers,102,New Orleans Pelicans,110
"Fri, Apr 8, 2016",7:00 pm,Miami Heat,109,Orlando Magic,112
"Fri, Apr 8, 2016",7:00 pm,New York Knicks,109,Philadelphia 76ers,102
"Fri, Apr 8, 2016",7:30 pm,Indiana Pacers,98,Toronto Raptors,111
"Fri, Apr 8, 2016",9:00 pm,Los Angeles Clippers,102,Utah Jazz,99
"Sat, Apr 9, 2016",7:30 pm,Boston Celtics,107,Atlanta Hawks,118
"Sat, Apr 9, 2016",8:30 pm,Cleveland Cavaliers,102,Chicago Bulls,105
"Sat, Apr 9, 2016",8:00 pm,Golden State Warriors,100,Memphis Grizzlies,99
"Sat, Apr 9, 2016",7:00 pm,Phoenix Suns,121,New Orleans Pelicans,100
"Sat, Apr 9, 2016",10:30 pm,Minnesota Timberwolves,106,Portland Trail Blazers,105
"Sat, Apr 9, 2016",10:30 pm,Oklahoma City Thunder,112,Sacramento Kings,114
"Sun, Apr 10, 2016",5:00 pm,Utah Jazz,100,Denver Nuggets,84
"Sun, Apr 10, 2016",3:30 pm,Los Angeles Lakers,110,Houston Rockets,130
"Sun, Apr 10, 2016",6:00 pm,Brooklyn Nets,105,Indiana Pacers,129
"Sun, Apr 10, 2016",3:30 pm,Dallas Mavericks,91,Los Angeles Clippers,98
"Sun, Apr 10, 2016",6:00 pm,Orlando Magic,96,Miami Heat,118
"Sun, Apr 10, 2016",7:30 pm,Toronto Raptors,93,New York Knicks,89
"Sun, Apr 10, 2016",5:00 pm,Milwaukee Bucks,109,Philadelphia 76ers,108
"Sun, Apr 10, 2016",7:00 pm,Golden State Warriors,92,San Antonio Spurs,86
"Sun, Apr 10, 2016",12:00 pm,Charlotte Hornets,98,Washington Wizards,113
"Mon, Apr 11, 2016",7:30 pm,Charlotte Hornets,114,Boston Celtics,100
"Mon, Apr 11, 2016",7:30 pm,Washington Wizards,120,Brooklyn Nets,111
"Mon, Apr 11, 2016",7:00 pm,Atlanta Hawks,94,Cleveland Cavaliers,109
"Mon, Apr 11, 2016",8:00 pm,Houston Rockets,129,Minnesota Timberwolves,105
"Mon, Apr 11, 2016",8:00 pm,Chicago Bulls,121,New Orleans Pelicans,116
"Mon, Apr 11, 2016",8:00 pm,Los Angeles Lakers,79,Oklahoma City Thunder,112
"Mon, Apr 11, 2016",7:00 pm,Milwaukee Bucks,98,Orlando Magic,107
"Mon, Apr 11, 2016",10:00 pm,Sacramento Kings,105,Phoenix Suns,101
"Mon, Apr 11, 2016",9:00 pm,Dallas Mavericks,101,Utah Jazz,92
"Tue, Apr 12, 2016",7:30 pm,Miami Heat,99,Detroit Pistons,93
"Tue, Apr 12, 2016",7:00 pm,New York Knicks,90,Indiana Pacers,102
"Tue, Apr 12, 2016",10:30 pm,Memphis Grizzlies,84,Los Angeles Clippers,110
"Tue, Apr 12, 2016",8:00 pm,Oklahoma City Thunder,98,San Antonio Spurs,102
"Tue, Apr 12, 2016",7:30 pm,Philadelphia 76ers,98,Toronto Raptors,122
"Wed, Apr 13, 2016",8:00 pm,Miami Heat,88,Boston Celtics,98
"Wed, Apr 13, 2016",8:00 pm,Toronto Raptors,103,Brooklyn Nets,96
"Wed, Apr 13, 2016",8:00 pm,Philadelphia 76ers,105,Chicago Bulls,115
"Wed, Apr 13, 2016",8:00 pm,Orlando Magic,103,Charlotte Hornets,117
"Wed, Apr 13, 2016",8:00 pm,Detroit Pistons,112,Cleveland Cavaliers,110
"Wed, Apr 13, 2016",8:00 pm,San Antonio Spurs,96,Dallas Mavericks,91
"Wed, Apr 13, 2016",10:30 pm,Memphis Grizzlies,104,Golden State Warriors,125
"Wed, Apr 13, 2016",8:00 pm,Sacramento Kings,81,Houston Rockets,116
"Wed, Apr 13, 2016",10:30 pm,Utah Jazz,96,Los Angeles Lakers,101
"Wed, Apr 13, 2016",8:00 pm,Indiana Pacers,97,Milwaukee Bucks,92
"Wed, Apr 13, 2016",8:00 pm,New Orleans Pelicans,109,Minnesota Timberwolves,144
"Wed, Apr 13, 2016",10:30 pm,Los Angeles Clippers,105,Phoenix Suns,114
"Wed, Apr 13, 2016",10:30 pm,Denver Nuggets,99,Portland Trail Blazers,107
"Wed, Apr 13, 2016",8:00 pm,Atlanta Hawks,98,Washington Wizards,109

"Sat, Apr 16, 2016",7:00 pm,Boston Celtics,101,Atlanta Hawks,102
"Sat, Apr 16, 2016",3:30 pm,Houston Rockets,78,Golden State Warriors,104
"Sat, Apr 16, 2016",9:30 pm,Dallas Mavericks,70,Oklahoma City Thunder,108
"Sat, Apr 16, 2016",12:30 pm,Indiana Pacers,100,Toronto Raptors,90
"Sun, Apr 17, 2016",3:00 pm,Detroit Pistons,101,Cleveland Cavaliers,106
"Sun, Apr 17, 2016",10:30 pm,Portland Trail Blazers,95,Los Angeles Clippers,115
"Sun, Apr 17, 2016",5:30 pm,Charlotte Hornets,91,Miami Heat,123
"Sun, Apr 17, 2016",8:00 pm,Memphis Grizzlies,74,San Antonio Spurs,106
"Mon, Apr 18, 2016",10:30 pm,Houston Rockets,106,Golden State Warriors,115
"Mon, Apr 18, 2016",8:00 pm,Dallas Mavericks,85,Oklahoma City Thunder,84
