Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Wed, Dec 9, 2015",7:00 pm,Miami Heat,81,Charlotte Hornets,99
"Wed, Dec 9, 2015",9:30 pm,Atlanta Hawks,98,Dallas Mavericks,95
"Wed, Dec 9, 2015",7:30 pm,Memphis Grizzlies,93,Detroit Pistons,92
"Wed, Dec 9, 2015",8:00 pm,Los Angeles Clippers,109,Milwaukee Bucks,95
"Wed, Dec 9, 2015",8:00 pm,Los Angeles Lakers,122,Minnesota Timberwolves,123
"Wed, Dec 9, 2015",9:00 pm,Orlando Magic,104,Phoenix Suns,107
"Wed, Dec 9, 2015",7:30 pm,San Antonio Spurs,94,Toronto Raptors,97
"Wed, Dec 9, 2015",9:00 pm,New York Knicks,85,Utah Jazz,106
"Wed, Dec 9, 2015",7:00 pm,Houston Rockets,109,Washington Wizards,103
"Thu, Dec 10, 2015",7:30 pm,Philadelphia 76ers,91,Brooklyn Nets,100
"Thu, Dec 10, 2015",8:00 pm,Los Angeles Clippers,80,Chicago Bulls,83
"Thu, Dec 10, 2015",8:00 pm,Atlanta Hawks,94,Oklahoma City Thunder,107
"Thu, Dec 10, 2015",10:30 pm,New York Knicks,97,Sacramento Kings,99
"Fri, Dec 11, 2015",7:30 pm,Golden State Warriors,124,Boston Celtics,119
"Fri, Dec 11, 2015",9:00 pm,Minnesota Timberwolves,108,Denver Nuggets,111
"Fri, Dec 11, 2015",7:00 pm,Miami Heat,83,Indiana Pacers,96
"Fri, Dec 11, 2015",8:00 pm,Charlotte Hornets,123,Memphis Grizzlies,99
"Fri, Dec 11, 2015",8:00 pm,Washington Wizards,105,New Orleans Pelicans,107
"Fri, Dec 11, 2015",7:00 pm,Cleveland Cavaliers,111,Orlando Magic,76
"Fri, Dec 11, 2015",7:00 pm,Detroit Pistons,107,Philadelphia 76ers,95
"Fri, Dec 11, 2015",9:30 pm,Portland Trail Blazers,106,Phoenix Suns,96
"Fri, Dec 11, 2015",9:30 pm,Los Angeles Lakers,87,San Antonio Spurs,109
"Fri, Dec 11, 2015",7:30 pm,Milwaukee Bucks,83,Toronto Raptors,90
"Fri, Dec 11, 2015",9:00 pm,Oklahoma City Thunder,94,Utah Jazz,90
"Sat, Dec 12, 2015",8:00 pm,San Antonio Spurs,103,Atlanta Hawks,78
"Sat, Dec 12, 2015",5:00 pm,Los Angeles Clippers,105,Brooklyn Nets,100
"Sat, Dec 12, 2015",8:00 pm,New Orleans Pelicans,94,Chicago Bulls,98
"Sat, Dec 12, 2015",7:00 pm,Boston Celtics,98,Charlotte Hornets,93
"Sat, Dec 12, 2015",8:30 pm,Washington Wizards,114,Dallas Mavericks,111
"Sat, Dec 12, 2015",7:30 pm,Indiana Pacers,96,Detroit Pistons,118
"Sat, Dec 12, 2015",8:00 pm,Los Angeles Lakers,97,Houston Rockets,126
"Sat, Dec 12, 2015",8:30 pm,Golden State Warriors,95,Milwaukee Bucks,108
"Sat, Dec 12, 2015",10:00 pm,New York Knicks,112,Portland Trail Blazers,110
"Sun, Dec 13, 2015",6:00 pm,Memphis Grizzlies,97,Miami Heat,100
"Sun, Dec 13, 2015",7:00 pm,Utah Jazz,98,Oklahoma City Thunder,104
"Sun, Dec 13, 2015",3:30 pm,Minnesota Timberwolves,101,Phoenix Suns,108
"Sun, Dec 13, 2015",6:00 pm,Philadelphia 76ers,76,Toronto Raptors,96
"Mon, Dec 14, 2015",8:00 pm,Miami Heat,100,Atlanta Hawks,88
"Mon, Dec 14, 2015",7:30 pm,Orlando Magic,105,Brooklyn Nets,82
"Mon, Dec 14, 2015",8:00 pm,Philadelphia 76ers,96,Chicago Bulls,115
"Mon, Dec 14, 2015",8:30 pm,Phoenix Suns,94,Dallas Mavericks,104
"Mon, Dec 14, 2015",9:00 pm,Houston Rockets,108,Denver Nuggets,114
"Mon, Dec 14, 2015",7:30 pm,Los Angeles Clippers,105,Detroit Pistons,103
"Mon, Dec 14, 2015",7:00 pm,Toronto Raptors,90,Indiana Pacers,106
"Mon, Dec 14, 2015",8:00 pm,Washington Wizards,95,Memphis Grizzlies,112
"Mon, Dec 14, 2015",10:00 pm,New Orleans Pelicans,101,Portland Trail Blazers,105
"Mon, Dec 14, 2015",8:30 pm,Utah Jazz,81,San Antonio Spurs,118
"Tue, Dec 15, 2015",7:30 pm,Cleveland Cavaliers,89,Boston Celtics,77
"Tue, Dec 15, 2015",10:30 pm,Milwaukee Bucks,95,Los Angeles Lakers,113
"Tue, Dec 15, 2015",8:00 pm,Denver Nuggets,112,Minnesota Timberwolves,100
"Tue, Dec 15, 2015",10:00 pm,Houston Rockets,97,Sacramento Kings,107
"Wed, Dec 16, 2015",8:00 pm,Philadelphia 76ers,106,Atlanta Hawks,127
"Wed, Dec 16, 2015",7:30 pm,Miami Heat,104,Brooklyn Nets,98
"Wed, Dec 16, 2015",8:00 pm,Memphis Grizzlies,85,Chicago Bulls,98
"Wed, Dec 16, 2015",7:30 pm,Boston Celtics,116,Detroit Pistons,119
"Wed, Dec 16, 2015",10:30 pm,Phoenix Suns,103,Golden State Warriors,128
"Wed, Dec 16, 2015",7:00 pm,Dallas Mavericks,81,Indiana Pacers,107
"Wed, Dec 16, 2015",10:30 pm,Milwaukee Bucks,90,Los Angeles Clippers,103
"Wed, Dec 16, 2015",7:30 pm,Minnesota Timberwolves,102,New York Knicks,107
"Wed, Dec 16, 2015",8:00 pm,Portland Trail Blazers,90,Oklahoma City Thunder,106
"Wed, Dec 16, 2015",7:00 pm,Charlotte Hornets,98,Orlando Magic,113
"Wed, Dec 16, 2015",8:30 pm,Washington Wizards,95,San Antonio Spurs,114
"Wed, Dec 16, 2015",9:00 pm,New Orleans Pelicans,104,Utah Jazz,94
"Thu, Dec 17, 2015",7:00 pm,Toronto Raptors,99,Charlotte Hornets,109
"Thu, Dec 17, 2015",8:00 pm,Oklahoma City Thunder,100,Cleveland Cavaliers,104
"Thu, Dec 17, 2015",10:30 pm,Houston Rockets,107,Los Angeles Lakers,87
"Fri, Dec 18, 2015",7:30 pm,Atlanta Hawks,109,Boston Celtics,101
"Fri, Dec 18, 2015",8:00 pm,Detroit Pistons,147,Chicago Bulls,144
"Fri, Dec 18, 2015",8:30 pm,Memphis Grizzlies,88,Dallas Mavericks,97
"Fri, Dec 18, 2015",10:30 pm,Milwaukee Bucks,112,Golden State Warriors,121
"Fri, Dec 18, 2015",7:00 pm,Brooklyn Nets,97,Indiana Pacers,104
"Fri, Dec 18, 2015",8:00 pm,Toronto Raptors,108,Miami Heat,94
"Fri, Dec 18, 2015",8:00 pm,Sacramento Kings,95,Minnesota Timberwolves,99
"Fri, Dec 18, 2015",7:00 pm,Portland Trail Blazers,94,Orlando Magic,102
"Fri, Dec 18, 2015",7:00 pm,New York Knicks,107,Philadelphia 76ers,97
"Fri, Dec 18, 2015",10:30 pm,New Orleans Pelicans,88,Phoenix Suns,104
"Fri, Dec 18, 2015",8:00 pm,Los Angeles Clippers,107,San Antonio Spurs,115
"Fri, Dec 18, 2015",9:00 pm,Denver Nuggets,88,Utah Jazz,97
"Sat, Dec 19, 2015",8:00 pm,Los Angeles Clippers,97,Houston Rockets,107
"Sat, Dec 19, 2015",8:00 pm,Indiana Pacers,84,Memphis Grizzlies,96
"Sat, Dec 19, 2015",7:30 pm,Chicago Bulls,91,New York Knicks,107
"Sat, Dec 19, 2015",5:00 pm,Los Angeles Lakers,78,Oklahoma City Thunder,118
"Sat, Dec 19, 2015",7:00 pm,Charlotte Hornets,101,Washington Wizards,109
"Sun, Dec 20, 2015",1:00 pm,Minnesota Timberwolves,100,Brooklyn Nets,85
"Sun, Dec 20, 2015",3:30 pm,Philadelphia 76ers,86,Cleveland Cavaliers,108
"Sun, Dec 20, 2015",8:00 pm,New Orleans Pelicans,130,Denver Nuggets,125
"Sun, Dec 20, 2015",1:00 pm,Portland Trail Blazers,109,Miami Heat,116
"Sun, Dec 20, 2015",6:00 pm,Atlanta Hawks,103,Orlando Magic,100
"Sun, Dec 20, 2015",5:00 pm,Milwaukee Bucks,101,Phoenix Suns,95
"Sun, Dec 20, 2015",6:00 pm,Sacramento Kings,104,Toronto Raptors,94
"Mon, Dec 21, 2015",8:00 pm,Portland Trail Blazers,97,Atlanta Hawks,106
"Mon, Dec 21, 2015",7:30 pm,Minnesota Timberwolves,99,Boston Celtics,113
"Mon, Dec 21, 2015",8:00 pm,Brooklyn Nets,105,Chicago Bulls,102
"Mon, Dec 21, 2015",8:00 pm,Charlotte Hornets,95,Houston Rockets,102
"Mon, Dec 21, 2015",10:30 pm,Oklahoma City Thunder,100,Los Angeles Clippers,99
"Mon, Dec 21, 2015",7:30 pm,Orlando Magic,107,New York Knicks,99
"Mon, Dec 21, 2015",8:30 pm,Indiana Pacers,92,San Antonio Spurs,106
"Mon, Dec 21, 2015",9:00 pm,Phoenix Suns,89,Utah Jazz,110
"Mon, Dec 21, 2015",7:00 pm,Sacramento Kings,99,Washington Wizards,113
"Tue, Dec 22, 2015",9:00 pm,Los Angeles Lakers,111,Denver Nuggets,107
"Tue, Dec 22, 2015",7:30 pm,Detroit Pistons,93,Miami Heat,92
"Tue, Dec 22, 2015",7:00 pm,Memphis Grizzlies,104,Philadelphia 76ers,90
"Tue, Dec 22, 2015",7:30 pm,Dallas Mavericks,99,Toronto Raptors,103
"Wed, Dec 23, 2015",8:00 pm,Detroit Pistons,100,Atlanta Hawks,107
"Wed, Dec 23, 2015",7:30 pm,Dallas Mavericks,119,Brooklyn Nets,118
"Wed, Dec 23, 2015",7:00 pm,Boston Celtics,102,Charlotte Hornets,89
"Wed, Dec 23, 2015",7:00 pm,New York Knicks,84,Cleveland Cavaliers,91
"Wed, Dec 23, 2015",10:30 pm,Utah Jazz,85,Golden State Warriors,103
"Wed, Dec 23, 2015",7:00 pm,Sacramento Kings,108,Indiana Pacers,106
"Wed, Dec 23, 2015",10:30 pm,Oklahoma City Thunder,120,Los Angeles Lakers,85
"Wed, Dec 23, 2015",8:00 pm,Philadelphia 76ers,100,Milwaukee Bucks,113
"Wed, Dec 23, 2015",8:00 pm,San Antonio Spurs,108,Minnesota Timberwolves,83
"Wed, Dec 23, 2015",8:00 pm,Portland Trail Blazers,89,New Orleans Pelicans,115
"Wed, Dec 23, 2015",7:00 pm,Houston Rockets,101,Orlando Magic,104
"Wed, Dec 23, 2015",9:00 pm,Denver Nuggets,104,Phoenix Suns,96
"Wed, Dec 23, 2015",7:00 pm,Memphis Grizzlies,91,Washington Wizards,100
"Fri, Dec 25, 2015",5:00 pm,Cleveland Cavaliers,83,Golden State Warriors,89
"Fri, Dec 25, 2015",8:00 pm,San Antonio Spurs,84,Houston Rockets,88
"Fri, Dec 25, 2015",10:30 pm,Los Angeles Clippers,94,Los Angeles Lakers,84
"Fri, Dec 25, 2015",12:00 pm,New Orleans Pelicans,88,Miami Heat,94
"Fri, Dec 25, 2015",2:30 pm,Chicago Bulls,105,Oklahoma City Thunder,96
"Sat, Dec 26, 2015",7:30 pm,New York Knicks,98,Atlanta Hawks,117
"Sat, Dec 26, 2015",4:00 pm,Washington Wizards,111,Brooklyn Nets,96
"Sat, Dec 26, 2015",7:00 pm,Memphis Grizzlies,92,Charlotte Hornets,98
"Sat, Dec 26, 2015",8:30 pm,Chicago Bulls,111,Dallas Mavericks,118
"Sat, Dec 26, 2015",7:30 pm,Boston Celtics,99,Detroit Pistons,93
"Sat, Dec 26, 2015",5:00 pm,Toronto Raptors,111,Milwaukee Bucks,90
"Sat, Dec 26, 2015",8:00 pm,Indiana Pacers,102,Minnesota Timberwolves,88
"Sat, Dec 26, 2015",7:00 pm,Houston Rockets,108,New Orleans Pelicans,110
"Sat, Dec 26, 2015",7:00 pm,Miami Heat,108,Orlando Magic,101
"Sat, Dec 26, 2015",9:00 pm,Philadelphia 76ers,111,Phoenix Suns,104
"Sat, Dec 26, 2015",10:00 pm,Cleveland Cavaliers,76,Portland Trail Blazers,105
"Sat, Dec 26, 2015",8:30 pm,Denver Nuggets,86,San Antonio Spurs,101
"Sat, Dec 26, 2015",9:00 pm,Los Angeles Clippers,109,Utah Jazz,104
"Sun, Dec 27, 2015",7:00 pm,New York Knicks,91,Boston Celtics,100
"Sun, Dec 27, 2015",6:00 pm,Los Angeles Lakers,96,Memphis Grizzlies,112
"Sun, Dec 27, 2015",7:00 pm,Denver Nuggets,112,Oklahoma City Thunder,122
"Sun, Dec 27, 2015",9:00 pm,Portland Trail Blazers,98,Sacramento Kings,94
"Mon, Dec 28, 2015",8:00 pm,Toronto Raptors,97,Chicago Bulls,104
"Mon, Dec 28, 2015",7:00 pm,Los Angeles Lakers,98,Charlotte Hornets,108
"Mon, Dec 28, 2015",8:30 pm,Milwaukee Bucks,93,Dallas Mavericks,103
"Mon, Dec 28, 2015",10:30 pm,Sacramento Kings,103,Golden State Warriors,122
"Mon, Dec 28, 2015",7:00 pm,Atlanta Hawks,87,Indiana Pacers,93
"Mon, Dec 28, 2015",7:30 pm,Brooklyn Nets,111,Miami Heat,105
"Mon, Dec 28, 2015",7:00 pm,New Orleans Pelicans,89,Orlando Magic,104
"Mon, Dec 28, 2015",9:00 pm,Cleveland Cavaliers,101,Phoenix Suns,97
"Mon, Dec 28, 2015",8:30 pm,Minnesota Timberwolves,95,San Antonio Spurs,101
"Mon, Dec 28, 2015",9:00 pm,Philadelphia 76ers,91,Utah Jazz,95
"Mon, Dec 28, 2015",7:00 pm,Los Angeles Clippers,108,Washington Wizards,91
"Tue, Dec 29, 2015",9:00 pm,Cleveland Cavaliers,93,Denver Nuggets,87
"Tue, Dec 29, 2015",8:00 pm,Atlanta Hawks,121,Houston Rockets,115
"Tue, Dec 29, 2015",8:00 pm,Miami Heat,90,Memphis Grizzlies,99
"Tue, Dec 29, 2015",7:30 pm,Detroit Pistons,96,New York Knicks,108
"Tue, Dec 29, 2015",8:00 pm,Milwaukee Bucks,123,Oklahoma City Thunder,131
"Wed, Dec 30, 2015",7:30 pm,Los Angeles Lakers,112,Boston Celtics,104
"Wed, Dec 30, 2015",8:00 pm,Indiana Pacers,100,Chicago Bulls,102
"Wed, Dec 30, 2015",7:00 pm,Los Angeles Clippers,122,Charlotte Hornets,117
"Wed, Dec 30, 2015",8:30 pm,Golden State Warriors,91,Dallas Mavericks,114
"Wed, Dec 30, 2015",8:00 pm,Utah Jazz,80,Minnesota Timberwolves,94
"Wed, Dec 30, 2015",7:00 pm,Brooklyn Nets,93,Orlando Magic,100
"Wed, Dec 30, 2015",10:00 pm,Denver Nuggets,103,Portland Trail Blazers,110
"Wed, Dec 30, 2015",10:00 pm,Philadelphia 76ers,110,Sacramento Kings,105
"Wed, Dec 30, 2015",8:30 pm,Phoenix Suns,79,San Antonio Spurs,112
"Wed, Dec 30, 2015",7:30 pm,Washington Wizards,91,Toronto Raptors,94
"Thu, Dec 31, 2015",6:00 pm,Minnesota Timberwolves,90,Detroit Pistons,115
"Thu, Dec 31, 2015",7:00 pm,Golden State Warriors,114,Houston Rockets,110
"Thu, Dec 31, 2015",6:00 pm,Milwaukee Bucks,120,Indiana Pacers,116
"Thu, Dec 31, 2015",8:00 pm,Los Angeles Clippers,95,New Orleans Pelicans,89
"Thu, Dec 31, 2015",8:00 pm,Phoenix Suns,106,Oklahoma City Thunder,110
"Thu, Dec 31, 2015",9:00 pm,Portland Trail Blazers,96,Utah Jazz,109
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Fri, Jan 1, 2016",8:00 pm,New York Knicks,81,Chicago Bulls,108
"Fri, Jan 1, 2016",10:30 pm,Philadelphia 76ers,84,Los Angeles Lakers,93
"Fri, Jan 1, 2016",7:30 pm,Dallas Mavericks,82,Miami Heat,106
"Fri, Jan 1, 2016",7:30 pm,Charlotte Hornets,94,Toronto Raptors,104
"Fri, Jan 1, 2016",7:00 pm,Orlando Magic,91,Washington Wizards,103
"Sat, Jan 2, 2016",3:00 pm,Brooklyn Nets,100,Boston Celtics,97
"Sat, Jan 2, 2016",7:00 pm,Oklahoma City Thunder,109,Charlotte Hornets,90
"Sat, Jan 2, 2016",7:30 pm,Orlando Magic,79,Cleveland Cavaliers,104
"Sat, Jan 2, 2016",8:30 pm,New Orleans Pelicans,105,Dallas Mavericks,98
"Sat, Jan 2, 2016",10:30 pm,Denver Nuggets,108,Golden State Warriors,111
"Sat, Jan 2, 2016",7:00 pm,Detroit Pistons,82,Indiana Pacers,94
"Sat, Jan 2, 2016",10:30 pm,Philadelphia 76ers,99,Los Angeles Clippers,130
"Sat, Jan 2, 2016",8:00 pm,Milwaukee Bucks,95,Minnesota Timberwolves,85
"Sat, Jan 2, 2016",5:00 pm,Phoenix Suns,119,Sacramento Kings,142
"Sat, Jan 2, 2016",8:30 pm,Houston Rockets,103,San Antonio Spurs,121
"Sat, Jan 2, 2016",9:00 pm,Memphis Grizzlies,87,Utah Jazz,92
"Sun, Jan 3, 2016",9:00 pm,Portland Trail Blazers,112,Denver Nuggets,106
"Sun, Jan 3, 2016",9:30 pm,Phoenix Suns,77,Los Angeles Lakers,97
"Sun, Jan 3, 2016",3:30 pm,Atlanta Hawks,97,New York Knicks,111
"Sun, Jan 3, 2016",3:30 pm,Chicago Bulls,115,Toronto Raptors,113
"Sun, Jan 3, 2016",6:00 pm,Miami Heat,97,Washington Wizards,75
"Mon, Jan 4, 2016",7:30 pm,Boston Celtics,103,Brooklyn Nets,94
"Mon, Jan 4, 2016",7:00 pm,Toronto Raptors,100,Cleveland Cavaliers,122
"Mon, Jan 4, 2016",7:30 pm,Orlando Magic,89,Detroit Pistons,115
"Mon, Jan 4, 2016",10:30 pm,Charlotte Hornets,101,Golden State Warriors,111
"Mon, Jan 4, 2016",7:30 pm,Indiana Pacers,100,Miami Heat,103
"Mon, Jan 4, 2016",8:00 pm,San Antonio Spurs,123,Milwaukee Bucks,98
"Mon, Jan 4, 2016",8:00 pm,Sacramento Kings,116,Oklahoma City Thunder,104
"Mon, Jan 4, 2016",7:00 pm,Minnesota Timberwolves,99,Philadelphia 76ers,109
"Mon, Jan 4, 2016",10:00 pm,Memphis Grizzlies,91,Portland Trail Blazers,78
"Mon, Jan 4, 2016",9:00 pm,Houston Rockets,93,Utah Jazz,91
"Tue, Jan 5, 2016",8:00 pm,New York Knicks,107,Atlanta Hawks,101
"Tue, Jan 5, 2016",8:00 pm,Milwaukee Bucks,106,Chicago Bulls,117
"Tue, Jan 5, 2016",8:30 pm,Sacramento Kings,116,Dallas Mavericks,117
"Tue, Jan 5, 2016",10:30 pm,Golden State Warriors,109,Los Angeles Lakers,88
"Wed, Jan 6, 2016",7:30 pm,Detroit Pistons,99,Boston Celtics,94
"Wed, Jan 6, 2016",7:30 pm,Toronto Raptors,91,Brooklyn Nets,74
"Wed, Jan 6, 2016",7:00 pm,New York Knicks,98,Miami Heat,90
"Wed, Jan 6, 2016",8:00 pm,Denver Nuggets,78,Minnesota Timberwolves,74
"Wed, Jan 6, 2016",8:00 pm,Dallas Mavericks,100,New Orleans Pelicans,91
"Wed, Jan 6, 2016",9:30 pm,Memphis Grizzlies,94,Oklahoma City Thunder,112
"Wed, Jan 6, 2016",7:00 pm,Indiana Pacers,95,Orlando Magic,86
"Wed, Jan 6, 2016",9:00 pm,Charlotte Hornets,102,Phoenix Suns,111
"Wed, Jan 6, 2016",10:00 pm,Los Angeles Clippers,109,Portland Trail Blazers,98
"Wed, Jan 6, 2016",8:30 pm,Utah Jazz,98,San Antonio Spurs,123
"Wed, Jan 6, 2016",7:00 pm,Cleveland Cavaliers,121,Washington Wizards,115
"Thu, Jan 7, 2016",8:00 pm,Boston Celtics,92,Chicago Bulls,101
"Thu, Jan 7, 2016",8:00 pm,Utah Jazz,94,Houston Rockets,103
"Thu, Jan 7, 2016",7:00 pm,Atlanta Hawks,126,Philadelphia 76ers,98
"Thu, Jan 7, 2016",10:30 pm,Los Angeles Lakers,115,Sacramento Kings,118
"Fri, Jan 8, 2016",7:30 pm,Orlando Magic,83,Brooklyn Nets,77
"Fri, Jan 8, 2016",10:30 pm,Oklahoma City Thunder,117,Los Angeles Lakers,113
"Fri, Jan 8, 2016",8:00 pm,Denver Nuggets,84,Memphis Grizzlies,91
"Fri, Jan 8, 2016",8:00 pm,Dallas Mavericks,95,Milwaukee Bucks,96
"Fri, Jan 8, 2016",8:00 pm,Cleveland Cavaliers,125,Minnesota Timberwolves,99
"Fri, Jan 8, 2016",8:00 pm,Indiana Pacers,91,New Orleans Pelicans,86
"Fri, Jan 8, 2016",9:30 pm,Miami Heat,103,Phoenix Suns,95
"Fri, Jan 8, 2016",10:00 pm,Golden State Warriors,128,Portland Trail Blazers,108
"Fri, Jan 8, 2016",8:30 pm,New York Knicks,99,San Antonio Spurs,100
"Fri, Jan 8, 2016",7:00 pm,Toronto Raptors,97,Washington Wizards,88
"Sat, Jan 9, 2016",5:00 pm,Chicago Bulls,105,Atlanta Hawks,120
"Sat, Jan 9, 2016",7:30 pm,Brooklyn Nets,89,Detroit Pistons,103
"Sat, Jan 9, 2016",3:30 pm,Charlotte Hornets,83,Los Angeles Clippers,97
"Sat, Jan 9, 2016",7:00 pm,Washington Wizards,105,Orlando Magic,99
"Sat, Jan 9, 2016",7:30 pm,Toronto Raptors,108,Philadelphia 76ers,95
"Sat, Jan 9, 2016",10:00 pm,Golden State Warriors,128,Sacramento Kings,116
"Sat, Jan 9, 2016",9:00 pm,Miami Heat,83,Utah Jazz,98
"Sun, Jan 10, 2016",8:00 pm,Charlotte Hornets,92,Denver Nuggets,95
"Sun, Jan 10, 2016",7:00 pm,Indiana Pacers,103,Houston Rockets,107
"Sun, Jan 10, 2016",3:30 pm,New Orleans Pelicans,111,Los Angeles Clippers,114
"Sun, Jan 10, 2016",9:30 pm,Utah Jazz,86,Los Angeles Lakers,74
"Sun, Jan 10, 2016",6:00 pm,Boston Celtics,98,Memphis Grizzlies,101
"Sun, Jan 10, 2016",5:00 pm,Dallas Mavericks,93,Minnesota Timberwolves,87
"Sun, Jan 10, 2016",7:30 pm,Milwaukee Bucks,88,New York Knicks,100
"Sun, Jan 10, 2016",6:00 pm,Cleveland Cavaliers,95,Philadelphia 76ers,85
"Sun, Jan 10, 2016",9:00 pm,Oklahoma City Thunder,110,Portland Trail Blazers,115
"Mon, Jan 11, 2016",7:30 pm,San Antonio Spurs,106,Brooklyn Nets,79
"Mon, Jan 11, 2016",8:00 pm,Washington Wizards,114,Chicago Bulls,100
"Mon, Jan 11, 2016",10:30 pm,Miami Heat,103,Golden State Warriors,111
"Tue, Jan 12, 2016",8:30 pm,Cleveland Cavaliers,110,Dallas Mavericks,107
"Tue, Jan 12, 2016",7:30 pm,San Antonio Spurs,109,Detroit Pistons,99
"Tue, Jan 12, 2016",7:00 pm,Phoenix Suns,97,Indiana Pacers,116
"Tue, Jan 12, 2016",10:30 pm,New Orleans Pelicans,91,Los Angeles Lakers,95
"Tue, Jan 12, 2016",8:00 pm,Houston Rockets,107,Memphis Grizzlies,91
"Tue, Jan 12, 2016",8:00 pm,Chicago Bulls,101,Milwaukee Bucks,106
"Tue, Jan 12, 2016",8:00 pm,Oklahoma City Thunder,101,Minnesota Timberwolves,96
"Tue, Jan 12, 2016",7:30 pm,Boston Celtics,114,New York Knicks,120
"Wed, Jan 13, 2016",8:00 pm,Indiana Pacers,94,Boston Celtics,103
"Wed, Jan 13, 2016",7:30 pm,New York Knicks,104,Brooklyn Nets,110
"Wed, Jan 13, 2016",7:00 pm,Atlanta Hawks,84,Charlotte Hornets,107
"Wed, Jan 13, 2016",9:00 pm,Golden State Warriors,110,Denver Nuggets,112
"Wed, Jan 13, 2016",8:00 pm,Minnesota Timberwolves,104,Houston Rockets,107
"Wed, Jan 13, 2016",10:30 pm,Miami Heat,90,Los Angeles Clippers,104
"Wed, Jan 13, 2016",8:00 pm,Dallas Mavericks,89,Oklahoma City Thunder,108
"Wed, Jan 13, 2016",10:00 pm,Utah Jazz,85,Portland Trail Blazers,99
"Wed, Jan 13, 2016",10:00 pm,New Orleans Pelicans,109,Sacramento Kings,97
"Wed, Jan 13, 2016",7:00 pm,Milwaukee Bucks,101,Washington Wizards,106
"Thu, Jan 14, 2016",10:30 pm,Los Angeles Lakers,98,Golden State Warriors,116
"Thu, Jan 14, 2016",8:00 pm,Detroit Pistons,101,Memphis Grizzlies,103
"Thu, Jan 14, 2016",3:00 pm,Toronto Raptors,106,Orlando Magic,103
"Thu, Jan 14, 2016",7:00 pm,Chicago Bulls,115,Philadelphia 76ers,111
"Thu, Jan 14, 2016",8:00 pm,Cleveland Cavaliers,95,San Antonio Spurs,99
"Thu, Jan 14, 2016",9:00 pm,Sacramento Kings,103,Utah Jazz,101
"Fri, Jan 15, 2016",7:30 pm,Phoenix Suns,103,Boston Celtics,117
"Fri, Jan 15, 2016",7:30 pm,Portland Trail Blazers,116,Brooklyn Nets,104
"Fri, Jan 15, 2016",8:00 pm,Dallas Mavericks,83,Chicago Bulls,77
"Fri, Jan 15, 2016",9:00 pm,Miami Heat,98,Denver Nuggets,95
"Fri, Jan 15, 2016",9:30 pm,Cleveland Cavaliers,91,Houston Rockets,77
"Fri, Jan 15, 2016",7:00 pm,Washington Wizards,118,Indiana Pacers,104
"Fri, Jan 15, 2016",8:00 pm,Atlanta Hawks,101,Milwaukee Bucks,108
"Fri, Jan 15, 2016",8:00 pm,Charlotte Hornets,107,New Orleans Pelicans,109
"Fri, Jan 15, 2016",7:00 pm,Minnesota Timberwolves,93,Oklahoma City Thunder,113
"Sat, Jan 16, 2016",7:30 pm,Brooklyn Nets,86,Atlanta Hawks,114
"Sat, Jan 16, 2016",7:00 pm,Milwaukee Bucks,105,Charlotte Hornets,92
"Sat, Jan 16, 2016",7:30 pm,Golden State Warriors,95,Detroit Pistons,113
"Sat, Jan 16, 2016",10:30 pm,Sacramento Kings,110,Los Angeles Clippers,103
"Sat, Jan 16, 2016",8:00 pm,New York Knicks,95,Memphis Grizzlies,103
"Sat, Jan 16, 2016",7:30 pm,Portland Trail Blazers,89,Philadelphia 76ers,114
"Sat, Jan 16, 2016",9:00 pm,Los Angeles Lakers,82,Utah Jazz,109
"Sat, Jan 16, 2016",7:30 pm,Boston Celtics,119,Washington Wizards,117
"Sun, Jan 17, 2016",8:00 pm,Indiana Pacers,126,Denver Nuggets,129
"Sun, Jan 17, 2016",9:30 pm,Houston Rockets,112,Los Angeles Lakers,95
"Sun, Jan 17, 2016",3:30 pm,Phoenix Suns,87,Minnesota Timberwolves,117
"Sun, Jan 17, 2016",7:00 pm,Miami Heat,74,Oklahoma City Thunder,99
"Sun, Jan 17, 2016",7:00 pm,Dallas Mavericks,83,San Antonio Spurs,112
"Mon, Jan 18, 2016",5:00 pm,Orlando Magic,81,Atlanta Hawks,98
"Mon, Jan 18, 2016",2:00 pm,Utah Jazz,119,Charlotte Hornets,124
"Mon, Jan 18, 2016",8:00 pm,Golden State Warriors,132,Cleveland Cavaliers,98
"Mon, Jan 18, 2016",8:30 pm,Boston Celtics,113,Dallas Mavericks,118
"Mon, Jan 18, 2016",3:30 pm,Chicago Bulls,111,Detroit Pistons,101
"Mon, Jan 18, 2016",10:30 pm,Houston Rockets,132,Los Angeles Clippers,140
"Mon, Jan 18, 2016",2:30 pm,New Orleans Pelicans,99,Memphis Grizzlies,101
"Mon, Jan 18, 2016",1:00 pm,Philadelphia 76ers,113,New York Knicks,119
"Mon, Jan 18, 2016",7:30 pm,Brooklyn Nets,100,Toronto Raptors,112
"Mon, Jan 18, 2016",2:00 pm,Portland Trail Blazers,108,Washington Wizards,98
"Tue, Jan 19, 2016",9:00 pm,Oklahoma City Thunder,110,Denver Nuggets,104
"Tue, Jan 19, 2016",7:30 pm,Milwaukee Bucks,91,Miami Heat,79
