Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Sun, Jan 15, 2017",9:00 pm,Oklahoma City Thunder,122,Sacramento Kings,118
"Sun, Jan 15, 2017",3:00 pm,New York Knicks,101,Toronto Raptors,116
"Mon, Jan 16, 2017",7:30 pm,Charlotte Hornets,98,Boston Celtics,108
"Mon, Jan 16, 2017",5:00 pm,Orlando Magic,112,Denver Nuggets,125
"Mon, Jan 16, 2017",8:00 pm,Cleveland Cavaliers,91,Golden State Warriors,126
"Mon, Jan 16, 2017",4:00 pm,New Orleans Pelicans,95,Indiana Pacers,98
"Mon, Jan 16, 2017",10:30 pm,Oklahoma City Thunder,98,Los Angeles Clippers,120
"Mon, Jan 16, 2017",3:30 pm,Philadelphia 76ers,113,Milwaukee Bucks,104
"Mon, Jan 16, 2017",1:00 pm,Atlanta Hawks,108,New York Knicks,107
"Mon, Jan 16, 2017",9:00 pm,Utah Jazz,106,Phoenix Suns,101
"Mon, Jan 16, 2017",2:00 pm,Portland Trail Blazers,101,Washington Wizards,120
"Tue, Jan 17, 2017",7:30 pm,Toronto Raptors,119,Brooklyn Nets,109
"Tue, Jan 17, 2017",8:00 pm,Dallas Mavericks,99,Chicago Bulls,98
"Tue, Jan 17, 2017",10:30 pm,Denver Nuggets,127,Los Angeles Lakers,121
"Tue, Jan 17, 2017",7:30 pm,Houston Rockets,103,Miami Heat,109
"Tue, Jan 17, 2017",8:30 pm,Minnesota Timberwolves,114,San Antonio Spurs,122
"Wed, Jan 18, 2017",7:30 pm,New York Knicks,117,Boston Celtics,106
"Wed, Jan 18, 2017",7:00 pm,Portland Trail Blazers,85,Charlotte Hornets,107
"Wed, Jan 18, 2017",8:00 pm,Atlanta Hawks,95,Detroit Pistons,118
"Wed, Jan 18, 2017",10:30 pm,Oklahoma City Thunder,100,Golden State Warriors,121
"Wed, Jan 18, 2017",8:00 pm,Milwaukee Bucks,92,Houston Rockets,111
"Wed, Jan 18, 2017",8:00 pm,Orlando Magic,98,New Orleans Pelicans,118
"Wed, Jan 18, 2017",7:00 pm,Toronto Raptors,89,Philadelphia 76ers,94
"Wed, Jan 18, 2017",10:30 pm,Indiana Pacers,106,Sacramento Kings,100
"Wed, Jan 18, 2017",7:00 pm,Memphis Grizzlies,101,Washington Wizards,104
"Thu, Jan 19, 2017",7:00 pm,Phoenix Suns,103,Cleveland Cavaliers,118
"Thu, Jan 19, 2017",10:30 pm,Minnesota Timberwolves,104,Los Angeles Clippers,101
"Thu, Jan 19, 2017",7:30 pm,Dallas Mavericks,95,Miami Heat,99
"Thu, Jan 19, 2017",8:00 pm,Washington Wizards,113,New York Knicks,110
"Thu, Jan 19, 2017",8:30 pm,Denver Nuggets,104,San Antonio Spurs,118
"Fri, Jan 20, 2017",8:00 pm,Chicago Bulls,93,Atlanta Hawks,102
"Fri, Jan 20, 2017",7:00 pm,Toronto Raptors,78,Charlotte Hornets,113
"Fri, Jan 20, 2017",8:30 pm,Utah Jazz,112,Dallas Mavericks,107
"Fri, Jan 20, 2017",8:00 pm,Golden State Warriors,125,Houston Rockets,108
"Fri, Jan 20, 2017",10:30 pm,Indiana Pacers,95,Los Angeles Lakers,108
"Fri, Jan 20, 2017",8:00 pm,Sacramento Kings,91,Memphis Grizzlies,107
"Fri, Jan 20, 2017",8:00 pm,Brooklyn Nets,143,New Orleans Pelicans,114
"Fri, Jan 20, 2017",7:00 pm,Milwaukee Bucks,96,Orlando Magic,112
"Fri, Jan 20, 2017",7:00 pm,Portland Trail Blazers,92,Philadelphia 76ers,93
"Sat, Jan 21, 2017",7:00 pm,Philadelphia 76ers,93,Atlanta Hawks,110
"Sat, Jan 21, 2017",5:00 pm,Portland Trail Blazers,127,Boston Celtics,123
"Sat, Jan 21, 2017",9:00 pm,Sacramento Kings,99,Chicago Bulls,102
"Sat, Jan 21, 2017",7:00 pm,Brooklyn Nets,105,Charlotte Hornets,112
"Sat, Jan 21, 2017",8:30 pm,San Antonio Spurs,118,Cleveland Cavaliers,115
"Sat, Jan 21, 2017",9:00 pm,Los Angeles Clippers,98,Denver Nuggets,123
"Sat, Jan 21, 2017",6:00 pm,Washington Wizards,112,Detroit Pistons,113
"Sat, Jan 21, 2017",8:00 pm,Houston Rockets,119,Memphis Grizzlies,95
"Sat, Jan 21, 2017",7:30 pm,Milwaukee Bucks,97,Miami Heat,109
"Sat, Jan 21, 2017",7:30 pm,Phoenix Suns,107,New York Knicks,105
"Sat, Jan 21, 2017",9:00 pm,Indiana Pacers,100,Utah Jazz,109
"Sun, Jan 22, 2017",3:30 pm,Los Angeles Lakers,73,Dallas Mavericks,122
"Sun, Jan 22, 2017",7:00 pm,Denver Nuggets,108,Minnesota Timberwolves,111
"Sun, Jan 22, 2017",12:00 pm,Golden State Warriors,118,Orlando Magic,98
"Sun, Jan 22, 2017",6:00 pm,Phoenix Suns,115,Toronto Raptors,103
"Mon, Jan 23, 2017",7:30 pm,Los Angeles Clippers,115,Atlanta Hawks,105
"Mon, Jan 23, 2017",7:30 pm,San Antonio Spurs,112,Brooklyn Nets,86
"Mon, Jan 23, 2017",7:00 pm,Washington Wizards,109,Charlotte Hornets,99
"Mon, Jan 23, 2017",7:30 pm,Sacramento Kings,109,Detroit Pistons,104
"Mon, Jan 23, 2017",8:00 pm,New York Knicks,109,Indiana Pacers,103
"Mon, Jan 23, 2017",7:30 pm,Golden State Warriors,102,Miami Heat,105
"Mon, Jan 23, 2017",8:00 pm,Houston Rockets,114,Milwaukee Bucks,127
"Mon, Jan 23, 2017",8:00 pm,Cleveland Cavaliers,122,New Orleans Pelicans,124
"Mon, Jan 23, 2017",9:00 pm,Oklahoma City Thunder,97,Utah Jazz,95
"Tue, Jan 24, 2017",9:00 pm,Utah Jazz,93,Denver Nuggets,103
"Tue, Jan 24, 2017",7:00 pm,Chicago Bulls,100,Orlando Magic,92
"Tue, Jan 24, 2017",7:00 pm,Los Angeles Clippers,110,Philadelphia 76ers,121
"Tue, Jan 24, 2017",9:00 pm,Minnesota Timberwolves,112,Phoenix Suns,111
"Tue, Jan 24, 2017",7:00 pm,San Antonio Spurs,108,Toronto Raptors,106
"Tue, Jan 24, 2017",7:00 pm,Boston Celtics,108,Washington Wizards,123
"Wed, Jan 25, 2017",7:30 pm,Houston Rockets,109,Boston Celtics,120
"Wed, Jan 25, 2017",7:30 pm,Miami Heat,109,Brooklyn Nets,106
"Wed, Jan 25, 2017",8:00 pm,Atlanta Hawks,119,Chicago Bulls,114
"Wed, Jan 25, 2017",8:00 pm,Golden State Warriors,113,Charlotte Hornets,103
"Wed, Jan 25, 2017",7:00 pm,Sacramento Kings,116,Cleveland Cavaliers,112
"Wed, Jan 25, 2017",8:30 pm,New York Knicks,95,Dallas Mavericks,103
"Wed, Jan 25, 2017",8:00 pm,Toronto Raptors,99,Memphis Grizzlies,101
"Wed, Jan 25, 2017",8:00 pm,Philadelphia 76ers,114,Milwaukee Bucks,109
"Wed, Jan 25, 2017",8:00 pm,Oklahoma City Thunder,114,New Orleans Pelicans,105
"Wed, Jan 25, 2017",10:30 pm,Los Angeles Lakers,98,Portland Trail Blazers,105
"Thu, Jan 26, 2017",9:00 pm,Phoenix Suns,120,Denver Nuggets,127
"Thu, Jan 26, 2017",8:00 pm,Indiana Pacers,109,Minnesota Timberwolves,103
"Thu, Jan 26, 2017",8:00 pm,Dallas Mavericks,98,Oklahoma City Thunder,109
"Thu, Jan 26, 2017",10:30 pm,Los Angeles Lakers,88,Utah Jazz,96
"Fri, Jan 27, 2017",8:00 pm,Washington Wizards,112,Atlanta Hawks,86
"Fri, Jan 27, 2017",7:30 pm,Orlando Magic,98,Boston Celtics,128
"Fri, Jan 27, 2017",8:00 pm,Miami Heat,100,Chicago Bulls,88
"Fri, Jan 27, 2017",7:30 pm,Brooklyn Nets,116,Cleveland Cavaliers,124
"Fri, Jan 27, 2017",7:00 pm,Sacramento Kings,111,Indiana Pacers,115
"Fri, Jan 27, 2017",8:00 pm,San Antonio Spurs,103,New Orleans Pelicans,119
"Fri, Jan 27, 2017",7:30 pm,Charlotte Hornets,107,New York Knicks,110
"Fri, Jan 27, 2017",8:00 pm,Houston Rockets,123,Philadelphia 76ers,118
"Fri, Jan 27, 2017",10:00 pm,Memphis Grizzlies,109,Portland Trail Blazers,112
"Fri, Jan 27, 2017",7:30 pm,Milwaukee Bucks,86,Toronto Raptors,102
"Sat, Jan 28, 2017",7:00 pm,Sacramento Kings,109,Charlotte Hornets,106
"Sat, Jan 28, 2017",8:30 pm,Los Angeles Clippers,98,Golden State Warriors,144
"Sat, Jan 28, 2017",7:30 pm,Detroit Pistons,103,Miami Heat,116
"Sat, Jan 28, 2017",8:00 pm,Boston Celtics,112,Milwaukee Bucks,108
"Sat, Jan 28, 2017",9:00 pm,Brooklyn Nets,109,Minnesota Timberwolves,129
"Sat, Jan 28, 2017",9:00 pm,Denver Nuggets,123,Phoenix Suns,112
"Sat, Jan 28, 2017",9:00 pm,Memphis Grizzlies,102,Utah Jazz,95
"Sun, Jan 29, 2017",3:00 pm,New York Knicks,139,Atlanta Hawks,142
"Sun, Jan 29, 2017",7:00 pm,Philadelphia 76ers,108,Chicago Bulls,121
"Sun, Jan 29, 2017",3:30 pm,Oklahoma City Thunder,91,Cleveland Cavaliers,107
"Sun, Jan 29, 2017",6:00 pm,Houston Rockets,101,Indiana Pacers,120
"Sun, Jan 29, 2017",6:00 pm,Washington Wizards,107,New Orleans Pelicans,94
"Sun, Jan 29, 2017",9:00 pm,Golden State Warriors,113,Portland Trail Blazers,111
"Sun, Jan 29, 2017",7:00 pm,Dallas Mavericks,105,San Antonio Spurs,101
"Sun, Jan 29, 2017",6:00 pm,Orlando Magic,114,Toronto Raptors,113
"Mon, Jan 30, 2017",8:00 pm,Detroit Pistons,109,Boston Celtics,113
"Mon, Jan 30, 2017",8:30 pm,Cleveland Cavaliers,97,Dallas Mavericks,104
"Mon, Jan 30, 2017",7:30 pm,Brooklyn Nets,96,Miami Heat,104
"Mon, Jan 30, 2017",8:00 pm,Orlando Magic,105,Minnesota Timberwolves,111
"Mon, Jan 30, 2017",6:00 pm,Sacramento Kings,119,Philadelphia 76ers,122
"Mon, Jan 30, 2017",10:30 pm,Memphis Grizzlies,115,Phoenix Suns,96
"Tue, Jan 31, 2017",8:00 pm,Sacramento Kings,83,Houston Rockets,105
"Tue, Jan 31, 2017",10:30 pm,Denver Nuggets,116,Los Angeles Lakers,120
"Tue, Jan 31, 2017",10:00 pm,Charlotte Hornets,98,Portland Trail Blazers,115
"Tue, Jan 31, 2017",8:30 pm,Oklahoma City Thunder,94,San Antonio Spurs,108
"Tue, Jan 31, 2017",7:00 pm,New Orleans Pelicans,106,Toronto Raptors,108
"Tue, Jan 31, 2017",7:00 pm,New York Knicks,101,Washington Wizards,117
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Wed, Feb 1, 2017",7:30 pm,Toronto Raptors,104,Boston Celtics,109
"Wed, Feb 1, 2017",7:30 pm,New York Knicks,95,Brooklyn Nets,90
"Wed, Feb 1, 2017",7:00 pm,Minnesota Timberwolves,97,Cleveland Cavaliers,125
"Wed, Feb 1, 2017",8:30 pm,Philadelphia 76ers,95,Dallas Mavericks,113
"Wed, Feb 1, 2017",9:00 pm,Memphis Grizzlies,119,Denver Nuggets,99
"Wed, Feb 1, 2017",7:30 pm,New Orleans Pelicans,98,Detroit Pistons,118
"Wed, Feb 1, 2017",10:30 pm,Charlotte Hornets,111,Golden State Warriors,126
"Wed, Feb 1, 2017",7:30 pm,Atlanta Hawks,93,Miami Heat,116
"Wed, Feb 1, 2017",9:30 pm,Chicago Bulls,128,Oklahoma City Thunder,100
"Wed, Feb 1, 2017",7:00 pm,Indiana Pacers,98,Orlando Magic,88
"Wed, Feb 1, 2017",9:00 pm,Los Angeles Clippers,124,Phoenix Suns,114
"Wed, Feb 1, 2017",9:00 pm,Milwaukee Bucks,88,Utah Jazz,104
"Thu, Feb 2, 2017",8:00 pm,Atlanta Hawks,113,Houston Rockets,108
"Thu, Feb 2, 2017",10:30 pm,Golden State Warriors,133,Los Angeles Clippers,120
"Thu, Feb 2, 2017",8:30 pm,Philadelphia 76ers,86,San Antonio Spurs,102
"Thu, Feb 2, 2017",7:00 pm,Los Angeles Lakers,108,Washington Wizards,116
"Fri, Feb 3, 2017",8:00 pm,Los Angeles Lakers,107,Boston Celtics,113
"Fri, Feb 3, 2017",7:30 pm,Indiana Pacers,106,Brooklyn Nets,97
"Fri, Feb 3, 2017",9:00 pm,Milwaukee Bucks,117,Denver Nuggets,121
"Fri, Feb 3, 2017",7:30 pm,Minnesota Timberwolves,108,Detroit Pistons,116
"Fri, Feb 3, 2017",8:00 pm,Chicago Bulls,117,Houston Rockets,121
"Fri, Feb 3, 2017",8:00 pm,Memphis Grizzlies,102,Oklahoma City Thunder,114
"Fri, Feb 3, 2017",7:00 pm,Toronto Raptors,94,Orlando Magic,102
"Fri, Feb 3, 2017",10:30 pm,Dallas Mavericks,108,Portland Trail Blazers,104
"Fri, Feb 3, 2017",10:30 pm,Phoenix Suns,105,Sacramento Kings,103
"Sat, Feb 4, 2017",7:00 pm,Orlando Magic,86,Atlanta Hawks,113
"Sat, Feb 4, 2017",7:00 pm,Detroit Pistons,84,Indiana Pacers,105
"Sat, Feb 4, 2017",7:30 pm,Philadelphia 76ers,102,Miami Heat,125
"Sat, Feb 4, 2017",9:00 pm,Memphis Grizzlies,107,Minnesota Timberwolves,99
"Sat, Feb 4, 2017",8:30 pm,Cleveland Cavaliers,111,New York Knicks,104
"Sat, Feb 4, 2017",9:00 pm,Milwaukee Bucks,137,Phoenix Suns,112
"Sat, Feb 4, 2017",10:30 pm,Golden State Warriors,106,Sacramento Kings,109
"Sat, Feb 4, 2017",9:00 pm,Denver Nuggets,97,San Antonio Spurs,121
"Sat, Feb 4, 2017",9:00 pm,Charlotte Hornets,98,Utah Jazz,105
"Sat, Feb 4, 2017",7:00 pm,New Orleans Pelicans,91,Washington Wizards,105
"Sun, Feb 5, 2017",2:00 pm,Los Angeles Clippers,102,Boston Celtics,107
"Sun, Feb 5, 2017",12:00 pm,Toronto Raptors,103,Brooklyn Nets,95
"Sun, Feb 5, 2017",3:00 pm,Portland Trail Blazers,99,Oklahoma City Thunder,105
"Mon, Feb 6, 2017",7:30 pm,Utah Jazz,120,Atlanta Hawks,95
"Mon, Feb 6, 2017",9:00 pm,Dallas Mavericks,87,Denver Nuggets,110
"Mon, Feb 6, 2017",7:30 pm,Philadelphia 76ers,96,Detroit Pistons,113
"Mon, Feb 6, 2017",7:00 pm,Oklahoma City Thunder,90,Indiana Pacers,93
"Mon, Feb 6, 2017",9:30 pm,San Antonio Spurs,74,Memphis Grizzlies,89
"Mon, Feb 6, 2017",8:00 pm,Miami Heat,115,Minnesota Timberwolves,113
"Mon, Feb 6, 2017",8:00 pm,Phoenix Suns,106,New Orleans Pelicans,111
"Mon, Feb 6, 2017",7:00 pm,Los Angeles Lakers,121,New York Knicks,107
"Mon, Feb 6, 2017",10:30 pm,Chicago Bulls,112,Sacramento Kings,107
"Mon, Feb 6, 2017",7:30 pm,Los Angeles Clippers,109,Toronto Raptors,118
"Mon, Feb 6, 2017",7:00 pm,Cleveland Cavaliers,140,Washington Wizards,135
"Tue, Feb 7, 2017",7:00 pm,Brooklyn Nets,107,Charlotte Hornets,111
"Tue, Feb 7, 2017",8:30 pm,Portland Trail Blazers,114,Dallas Mavericks,113
"Tue, Feb 7, 2017",8:00 pm,Orlando Magic,104,Houston Rockets,128
"Wed, Feb 8, 2017",7:30 pm,Denver Nuggets,106,Atlanta Hawks,117
"Wed, Feb 8, 2017",7:30 pm,Washington Wizards,114,Brooklyn Nets,110
"Wed, Feb 8, 2017",7:30 pm,Los Angeles Lakers,102,Detroit Pistons,121
"Wed, Feb 8, 2017",10:30 pm,Chicago Bulls,92,Golden State Warriors,123
"Wed, Feb 8, 2017",7:00 pm,Cleveland Cavaliers,132,Indiana Pacers,117
"Wed, Feb 8, 2017",8:00 pm,Phoenix Suns,91,Memphis Grizzlies,110
"Wed, Feb 8, 2017",8:00 pm,Miami Heat,106,Milwaukee Bucks,88
"Wed, Feb 8, 2017",8:00 pm,Toronto Raptors,109,Minnesota Timberwolves,112
"Wed, Feb 8, 2017",8:00 pm,Utah Jazz,127,New Orleans Pelicans,94
"Wed, Feb 8, 2017",8:00 pm,Los Angeles Clippers,119,New York Knicks,115
"Wed, Feb 8, 2017",7:00 pm,San Antonio Spurs,111,Philadelphia 76ers,103
"Wed, Feb 8, 2017",10:30 pm,Boston Celtics,92,Sacramento Kings,108
"Thu, Feb 9, 2017",7:00 pm,Houston Rockets,107,Charlotte Hornets,95
"Thu, Feb 9, 2017",8:30 pm,Utah Jazz,105,Dallas Mavericks,112
"Thu, Feb 9, 2017",8:00 pm,Cleveland Cavaliers,109,Oklahoma City Thunder,118
"Thu, Feb 9, 2017",7:00 pm,Philadelphia 76ers,112,Orlando Magic,111
"Thu, Feb 9, 2017",10:30 pm,Boston Celtics,120,Portland Trail Blazers,111
"Fri, Feb 10, 2017",7:30 pm,Miami Heat,108,Brooklyn Nets,99
"Fri, Feb 10, 2017",7:30 pm,San Antonio Spurs,103,Detroit Pistons,92
"Fri, Feb 10, 2017",8:00 pm,Golden State Warriors,122,Memphis Grizzlies,107
"Fri, Feb 10, 2017",8:00 pm,Los Angeles Lakers,122,Milwaukee Bucks,114
"Fri, Feb 10, 2017",8:00 pm,New Orleans Pelicans,122,Minnesota Timberwolves,106
"Fri, Feb 10, 2017",7:30 pm,Denver Nuggets,131,New York Knicks,123
"Fri, Feb 10, 2017",10:30 pm,Chicago Bulls,97,Phoenix Suns,115
"Fri, Feb 10, 2017",10:30 pm,Atlanta Hawks,107,Sacramento Kings,108
"Fri, Feb 10, 2017",8:00 pm,Indiana Pacers,107,Washington Wizards,112
"Sat, Feb 11, 2017",5:00 pm,Los Angeles Clippers,107,Charlotte Hornets,102
"Sat, Feb 11, 2017",7:30 pm,Denver Nuggets,109,Cleveland Cavaliers,125
"Sat, Feb 11, 2017",9:00 pm,Orlando Magic,80,Dallas Mavericks,112
"Sat, Feb 11, 2017",9:00 pm,Phoenix Suns,102,Houston Rockets,133
"Sat, Feb 11, 2017",7:00 pm,Milwaukee Bucks,116,Indiana Pacers,100
"Sat, Feb 11, 2017",8:30 pm,Golden State Warriors,130,Oklahoma City Thunder,114
"Sat, Feb 11, 2017",7:30 pm,Miami Heat,109,Philadelphia 76ers,117
"Sat, Feb 11, 2017",10:00 pm,Boston Celtics,112,Utah Jazz,104
"Sun, Feb 12, 2017",3:30 pm,Chicago Bulls,89,Minnesota Timberwolves,117
"Sun, Feb 12, 2017",3:30 pm,San Antonio Spurs,90,New York Knicks,94
"Sun, Feb 12, 2017",9:00 pm,New Orleans Pelicans,99,Sacramento Kings,105
"Sun, Feb 12, 2017",6:00 pm,Detroit Pistons,102,Toronto Raptors,101
"Mon, Feb 13, 2017",7:30 pm,Memphis Grizzlies,112,Brooklyn Nets,103
"Mon, Feb 13, 2017",7:00 pm,Philadelphia 76ers,105,Charlotte Hornets,99
"Mon, Feb 13, 2017",8:30 pm,Boston Celtics,111,Dallas Mavericks,98
"Mon, Feb 13, 2017",9:00 pm,Golden State Warriors,110,Denver Nuggets,132
"Mon, Feb 13, 2017",7:00 pm,San Antonio Spurs,110,Indiana Pacers,106
"Mon, Feb 13, 2017",7:30 pm,Orlando Magic,116,Miami Heat,107
"Mon, Feb 13, 2017",8:00 pm,Detroit Pistons,89,Milwaukee Bucks,102
"Mon, Feb 13, 2017",9:00 pm,New Orleans Pelicans,110,Phoenix Suns,108
"Mon, Feb 13, 2017",10:30 pm,Atlanta Hawks,109,Portland Trail Blazers,104
"Mon, Feb 13, 2017",9:00 pm,Los Angeles Clippers,88,Utah Jazz,72
"Mon, Feb 13, 2017",8:00 pm,Oklahoma City Thunder,98,Washington Wizards,120
"Tue, Feb 14, 2017",8:00 pm,Toronto Raptors,94,Chicago Bulls,105
"Tue, Feb 14, 2017",10:30 pm,Sacramento Kings,97,Los Angeles Lakers,96
"Tue, Feb 14, 2017",8:00 pm,Cleveland Cavaliers,116,Minnesota Timberwolves,108
"Wed, Feb 15, 2017",7:30 pm,Philadelphia 76ers,108,Boston Celtics,116
"Wed, Feb 15, 2017",7:30 pm,Milwaukee Bucks,129,Brooklyn Nets,125
"Wed, Feb 15, 2017",7:00 pm,Indiana Pacers,104,Cleveland Cavaliers,113
"Wed, Feb 15, 2017",9:00 pm,Minnesota Timberwolves,112,Denver Nuggets,99
"Wed, Feb 15, 2017",7:30 pm,Dallas Mavericks,91,Detroit Pistons,98
"Wed, Feb 15, 2017",10:30 pm,Sacramento Kings,86,Golden State Warriors,109
"Wed, Feb 15, 2017",8:00 pm,Miami Heat,117,Houston Rockets,109
"Wed, Feb 15, 2017",10:30 pm,Atlanta Hawks,84,Los Angeles Clippers,99
"Wed, Feb 15, 2017",8:00 pm,New Orleans Pelicans,95,Memphis Grizzlies,91
"Wed, Feb 15, 2017",9:30 pm,New York Knicks,105,Oklahoma City Thunder,116
"Wed, Feb 15, 2017",7:00 pm,San Antonio Spurs,107,Orlando Magic,79
"Wed, Feb 15, 2017",9:00 pm,Los Angeles Lakers,101,Phoenix Suns,137
"Wed, Feb 15, 2017",7:30 pm,Charlotte Hornets,85,Toronto Raptors,90
"Wed, Feb 15, 2017",9:00 pm,Portland Trail Blazers,88,Utah Jazz,111
"Thu, Feb 16, 2017",8:00 pm,Boston Celtics,103,Chicago Bulls,104
"Thu, Feb 16, 2017",7:00 pm,Washington Wizards,111,Indiana Pacers,98
"Thu, Feb 23, 2017",8:00 pm,New York Knicks,104,Cleveland Cavaliers,119
"Thu, Feb 23, 2017",7:30 pm,Charlotte Hornets,108,Detroit Pistons,114
"Thu, Feb 23, 2017",10:30 pm,Los Angeles Clippers,113,Golden State Warriors,123
"Thu, Feb 23, 2017",8:00 pm,Houston Rockets,129,New Orleans Pelicans,99
"Thu, Feb 23, 2017",7:00 pm,Portland Trail Blazers,112,Orlando Magic,103
"Thu, Feb 23, 2017",10:30 pm,Denver Nuggets,100,Sacramento Kings,116
"Fri, Feb 24, 2017",8:00 pm,Miami Heat,108,Atlanta Hawks,90
"Fri, Feb 24, 2017",8:00 pm,Phoenix Suns,121,Chicago Bulls,128
"Fri, Feb 24, 2017",9:00 pm,Brooklyn Nets,109,Denver Nuggets,129
"Fri, Feb 24, 2017",7:00 pm,Memphis Grizzlies,92,Indiana Pacers,102
"Fri, Feb 24, 2017",10:30 pm,San Antonio Spurs,105,Los Angeles Clippers,97
"Fri, Feb 24, 2017",8:00 pm,Utah Jazz,109,Milwaukee Bucks,95
"Fri, Feb 24, 2017",8:00 pm,Dallas Mavericks,84,Minnesota Timberwolves,97
"Fri, Feb 24, 2017",8:00 pm,Los Angeles Lakers,93,Oklahoma City Thunder,110
"Fri, Feb 24, 2017",7:00 pm,Washington Wizards,112,Philadelphia 76ers,120
"Fri, Feb 24, 2017",8:00 pm,Boston Celtics,97,Toronto Raptors,107
"Sat, Feb 25, 2017",8:30 pm,Chicago Bulls,117,Cleveland Cavaliers,99
"Sat, Feb 25, 2017",8:30 pm,New Orleans Pelicans,83,Dallas Mavericks,96
"Sat, Feb 25, 2017",10:30 pm,Brooklyn Nets,95,Golden State Warriors,112
"Sat, Feb 25, 2017",9:00 pm,Minnesota Timberwolves,130,Houston Rockets,142
"Sat, Feb 25, 2017",8:00 pm,Indiana Pacers,95,Miami Heat,113
"Sat, Feb 25, 2017",7:30 pm,Philadelphia 76ers,109,New York Knicks,110
"Sat, Feb 25, 2017",7:00 pm,Atlanta Hawks,86,Orlando Magic,105
"Sat, Feb 25, 2017",5:00 pm,Charlotte Hornets,99,Sacramento Kings,85
"Sun, Feb 26, 2017",5:00 pm,Memphis Grizzlies,105,Denver Nuggets,98
"Sun, Feb 26, 2017",6:00 pm,Boston Celtics,104,Detroit Pistons,98
"Sun, Feb 26, 2017",9:30 pm,Charlotte Hornets,121,Los Angeles Clippers,124
"Sun, Feb 26, 2017",3:30 pm,San Antonio Spurs,119,Los Angeles Lakers,98
"Sun, Feb 26, 2017",3:30 pm,Phoenix Suns,96,Milwaukee Bucks,100
"Sun, Feb 26, 2017",7:00 pm,New Orleans Pelicans,110,Oklahoma City Thunder,118
"Sun, Feb 26, 2017",6:00 pm,Portland Trail Blazers,106,Toronto Raptors,112
"Sun, Feb 26, 2017",5:00 pm,Utah Jazz,102,Washington Wizards,92
"Mon, Feb 27, 2017",7:30 pm,Atlanta Hawks,114,Boston Celtics,98
"Mon, Feb 27, 2017",7:00 pm,Milwaukee Bucks,95,Cleveland Cavaliers,102
"Mon, Feb 27, 2017",8:30 pm,Miami Heat,89,Dallas Mavericks,96
"Mon, Feb 27, 2017",9:30 pm,Indiana Pacers,117,Houston Rockets,108
"Mon, Feb 27, 2017",7:00 pm,Toronto Raptors,92,New York Knicks,91
"Mon, Feb 27, 2017",7:00 pm,Golden State Warriors,119,Philadelphia 76ers,108
"Mon, Feb 27, 2017",10:30 pm,Minnesota Timberwolves,102,Sacramento Kings,88
"Tue, Feb 28, 2017",8:00 pm,Denver Nuggets,125,Chicago Bulls,107
"Tue, Feb 28, 2017",7:30 pm,Portland Trail Blazers,113,Detroit Pistons,120
"Tue, Feb 28, 2017",10:30 pm,Charlotte Hornets,109,Los Angeles Lakers,104
"Tue, Feb 28, 2017",8:00 pm,Phoenix Suns,112,Memphis Grizzlies,130
"Tue, Feb 28, 2017",8:00 pm,Utah Jazz,106,Oklahoma City Thunder,109
"Tue, Feb 28, 2017",7:00 pm,Golden State Warriors,108,Washington Wizards,112
Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS
"Wed, Mar 1, 2017",7:30 pm,Dallas Mavericks,95,Atlanta Hawks,100
"Wed, Mar 1, 2017",8:00 pm,Cleveland Cavaliers,99,Boston Celtics,103
"Wed, Mar 1, 2017",10:30 pm,Houston Rockets,122,Los Angeles Clippers,103
"Wed, Mar 1, 2017",7:30 pm,Philadelphia 76ers,98,Miami Heat,125
"Wed, Mar 1, 2017",8:00 pm,Denver Nuggets,110,Milwaukee Bucks,98
"Wed, Mar 1, 2017",8:00 pm,Detroit Pistons,86,New Orleans Pelicans,109
"Wed, Mar 1, 2017",7:00 pm,New York Knicks,101,Orlando Magic,90
"Wed, Mar 1, 2017",10:30 pm,Brooklyn Nets,109,Sacramento Kings,100
"Wed, Mar 1, 2017",8:30 pm,Indiana Pacers,99,San Antonio Spurs,100
"Wed, Mar 1, 2017",7:30 pm,Washington Wizards,105,Toronto Raptors,96
"Wed, Mar 1, 2017",9:00 pm,Minnesota Timberwolves,107,Utah Jazz,80
"Thu, Mar 2, 2017",8:00 pm,Golden State Warriors,87,Chicago Bulls,94
"Thu, Mar 2, 2017",9:00 pm,Charlotte Hornets,103,Phoenix Suns,120
"Thu, Mar 2, 2017",10:30 pm,Oklahoma City Thunder,109,Portland Trail Blazers,114
"Fri, Mar 3, 2017",7:00 pm,Cleveland Cavaliers,135,Atlanta Hawks,130
"Fri, Mar 3, 2017",8:30 pm,Memphis Grizzlies,100,Dallas Mavericks,104
"Fri, Mar 3, 2017",10:30 pm,Boston Celtics,115,Los Angeles Lakers,95
"Fri, Mar 3, 2017",8:00 pm,Los Angeles Clippers,101,Milwaukee Bucks,112
"Fri, Mar 3, 2017",9:30 pm,San Antonio Spurs,101,New Orleans Pelicans,98
"Fri, Mar 3, 2017",7:00 pm,Miami Heat,99,Orlando Magic,110
"Fri, Mar 3, 2017",7:00 pm,New York Knicks,102,Philadelphia 76ers,105
"Fri, Mar 3, 2017",9:00 pm,Oklahoma City Thunder,111,Phoenix Suns,118
